StockCode,Description,UnitPrice_median,TotalQty,Supplier,CostPrice,LeadTimeDays,Category,SupplierClean,CategoryClean
20755,BLUE PAISLEY POCKET BOOK,0.85,307,GlobalTrade Co,0.4715049427270092,11.0,Stationery,GlobalTrade Co,Stationery
20756,GREEN FERN POCKET BOOK,0.85,-7,EuroParts GmbH,0.5328494569703341,24.0,LIGHTING,EuroParts GmbH,Lighting
20757,RED DAISY POCKET BOOK,0.85,167,,0.3582802713139093,7.0,Unknown,UNKNOWN,Other
20758,ABSTRACT CIRCLES POCKET BOOK,0.85,108,,0.5820826947573626,14.0,Gifts,UNKNOWN,Gifts
20759,CHRYSANTHEMUM POCKET BOOK,0.85,12,Euro Parts,0.6197999259816223,3.0,home decor,EuroParts GmbH,Home Decor
20760,GARDEN PATH POCKET BOOK,0.85,100,PACIFIC IMPORTERS LLC,0.5330077023824173,24.0,home decor,Pacific Importers,Home Decor
20761,BLUE PAISLEY SKETCHBOOK,3.75,123,Acme Supplies Ltd,2.7528677816271894,40.0,Kitchen,Acme Supplies Ltd,Kitchen
20762,GREEN FERN SKETCHBOOK,3.75,106,ACME SUPPLIES,1.698754912610577,21.0,home decor,Acme Supplies Ltd,Home Decor
20763,DAISY SKETCHBOOK,3.75,73,,2.126608748692964,18.0,Kitchen,UNKNOWN,Kitchen
20764,ABSTRACT CIRCLES SKETCHBOOK,3.75,144,PACIFIC IMPORTERS LLC,2.2898713383034,33.0,LIGHTING,Pacific Importers,Lighting
20765,CHRYSANTHEMUM SKETCHBOOK,3.75,104,Acme Supplies Ltd,2.263529349740308,5.0,Unknown,Acme Supplies Ltd,Other
20766,GARDEN PATH SKETCHBOOK,3.75,124,Acme Supplies Ltd,2.026918585054369,25.0,Kitchen,Acme Supplies Ltd,Kitchen
20767,BLUE PAISLEY JOURNAL,2.55,253,PACIFIC IMPORTERS LLC,1.3217403353593882,44.0,Home Decor,Pacific Importers,Home Decor
20768,GREEN FERN JOURNAL,2.55,177,Acme Supplies Ltd,1.1331904401262487,20.0,Stationery,Acme Supplies Ltd,Stationery
20769,DAISY JOURNAL,2.55,80,ACME SUPPLIES,1.3696301371268331,28.0,LIGHTING,Acme Supplies Ltd,Lighting
20770,ABSTRACT CIRCLE JOURNAL,2.51,185,Pacific Importers,1.1468975260701688,15.0,home decor,Pacific Importers,Home Decor
20771,CHRYSANTHEMUM  JOURNAL,2.55,103,EuroParts GmbH,1.675421366269305,20.0,Kitchen,EuroParts GmbH,Kitchen
20772,GARDEN PATH JOURNAL,2.55,246,PACIFIC IMPORTERS LLC,1.2063816099289215,5.0,Lighting,Pacific Importers,Lighting
20773,BLUE PAISLEY NOTEBOOK,1.65,43,ACME SUPPLIES,0.6938214638018183,25.0,Gifts,Acme Supplies Ltd,Gifts
20774,GREEN FERN NOTEBOOK,1.63,69,EuroParts GmbH,0.967124881624732,5.0,Stationery,EuroParts GmbH,Stationery
20775,DAISY NOTEBOOK,1.63,71,acme-supplies,0.9915785625164186,27.0,Unknown,Acme Supplies Ltd,Other
20777,CHRYSANTHEMUM NOTEBOOK,1.63,169,GlobalTrade Co,1.1494264014605284,29.0,home decor,GlobalTrade Co,Home Decor
20778,GARDEN PATH NOTEBOOK,1.65,11,EuroParts GmbH,0.9932068811712113,29.0,Lighting,EuroParts GmbH,Lighting
20780,BLACK EAR MUFF HEADPHONES,5.49,48,PACIFIC IMPORTERS LLC,2.8598414604296014,41.0,Home Decor,Pacific Importers,Home Decor
20781,GOLD EAR MUFF HEADPHONES,5.49,37,Euro Parts,3.738987330352826,27.0,Kitchen,EuroParts GmbH,Kitchen
20782,CAMOUFLAGE EAR MUFF HEADPHONES,5.49,54,PACIFIC IMPORTERS LLC,3.2341458932596296,26.0,Lighting,Pacific Importers,Lighting
20785,FUSCHIA RETRO BAR STOOL,39.95,12,Pacific Importers,17.088536579855642,10.0,Stationery,Pacific Importers,Stationery
20793,BLUE TILED TRAY,6.75,-2,Acme Supplies Ltd,4.036821948740045,11.0,home decor,Acme Supplies Ltd,Home Decor
20794,BLUE  TILE HOOK,2.55,90,GlobalTrade Co,1.8304065517888335,39.0,Lighting,GlobalTrade Co,Lighting
20795,LARGE BLUE PROVENCAL CERAMIC BALL,2.1,43,acme-supplies,1.131289779741192,32.0,Home Decor,Acme Supplies Ltd,Home Decor
20796,SMALL BLUE PROVENCAL CERAMIC BALL,1.65,62,acme-supplies,0.8311281505971345,21.0,Gifts,Acme Supplies Ltd,Gifts
20798,CLEAR MILKSHAKE GLASS,2.1,37,Unknown Vendor,0.9454500509082449,18.0,LIGHTING,UNKNOWN,Lighting
20801,LARGE PINK GLASS SUNDAE DISH,0.79,987,GlobalTrade Co,0.3578746868151263,26.0,Kitchen,GlobalTrade Co,Kitchen
20802,SMALL GLASS SUNDAE DISH CLEAR,1.65,700,,0.9099255322074004,23.0,Stationery,UNKNOWN,Stationery
20803,SMALL PINK GLASS SUNDAE DISH,0.405,837,PACIFIC IMPORTERS LLC,0.2464376150748968,38.0,home decor,Pacific Importers,Home Decor
20816,GOLD FLOWER CUSHION COVER,1.95,-3,Euro Parts,0.8350200140282532,42.0,LIGHTING,EuroParts GmbH,Lighting
20818,GOLD TEDDY BEAR,7.46,15,Pacific Importers,5.437213585944708,41.0,Kitchen,Pacific Importers,Kitchen
20819,SILVER TEDDY BEAR,3.75,64,Pacific Importers,2.4911128728968195,8.0,Kitchen,Pacific Importers,Kitchen
20820,SILVER LOOKING MIRROR,4.95,2,Pacific Importers,2.9963259384264456,7.0,Unknown,Pacific Importers,Other
20821,GOLDIE LOOKING MIRROR,4.95,14,ACME SUPPLIES,3.415269997401801,16.0,Kitchen,Acme Supplies Ltd,Kitchen
20823,GOLD WINE GOBLET,0.79,66,EuroParts GmbH,0.3381716382585493,44.0,Lighting,EuroParts GmbH,Lighting
20825,UNKNOWN,0.0,-5,GlobalTrade Co,0.0,6.0,Lighting,GlobalTrade Co,Lighting
20826,SILVER APERITIF GLASS,0.39,107,Acme Supplies Ltd,0.2420077118166171,10.0,LIGHTING,Acme Supplies Ltd,Lighting
20827,GOLD APERITIF GLASS,0.39,20,PACIFIC IMPORTERS LLC,0.2691111216851465,26.0,Gifts,Pacific Importers,Gifts
20828,GLITTER BUTTERFLY CLIPS,2.55,1130,ACME SUPPLIES,1.719246582343971,13.0,Home Decor,Acme Supplies Ltd,Home Decor
20829,GLITTER HANGING BUTTERFLY STRING,2.1,1195,,1.0436458985393489,19.0,home decor,UNKNOWN,Home Decor
20830,SILVER PHOTO FRAME,2.1,135,Unknown Vendor,1.5315469246260152,23.0,LIGHTING,UNKNOWN,Lighting
20831,GOLD PHOTO FRAME,2.1,216,,0.9313941934516898,28.0,home decor,UNKNOWN,Home Decor
20832,RED FLOCK LOVE HEART PHOTO FRAME,0.79,1200,GlobalTrade Co,0.5579744455487486,29.0,LIGHTING,GlobalTrade Co,Lighting
20835,FRENCH LATTICE CUSHION COVER,0.83,67,Acme Supplies Ltd,0.6140581425101417,18.0,Stationery,Acme Supplies Ltd,Stationery
20836,FRENCH PAISLEY CUSHION COVER,0.83,158,,0.3834630984961727,28.0,Lighting,UNKNOWN,Lighting
20837,FRENCH FLORAL CUSHION COVER,0.83,141,Global Trade Co.,0.5417601916511996,35.0,Kitchen,GlobalTrade Co,Kitchen
20838,FRENCH LATTICE CUSHION COVER,0.85,373,Unknown Vendor,0.3519849418364545,33.0,Home Decor,UNKNOWN,Home Decor
20839,FRENCH PAISLEY CUSHION COVER,3.29,495,Unknown Vendor,1.782844383147737,8.0,LIGHTING,UNKNOWN,Lighting
20840,FRENCH FLORAL CUSHION COVER,0.85,491,,0.4935942815113081,10.0,Stationery,UNKNOWN,Stationery
20845,ZINC HEART LATTICE 2 WALL PLANTER,6.35,19,GlobalTrade Co,3.8304840145841617,9.0,home decor,GlobalTrade Co,Home Decor
20846,ZINC HEART LATTICE T-LIGHT HOLDER,1.25,717,GlobalTrade Co,0.9094725461087448,36.0,Stationery,GlobalTrade Co,Stationery
20847,ZINC HEART LATTICE CHARGER LARGE,3.75,52,,2.3823290270736304,16.0,Stationery,UNKNOWN,Stationery
20848,ZINC HEART LATTICE CHARGER SMALL,2.95,21,GlobalTrade Co,1.6769194846338624,18.0,home decor,GlobalTrade Co,Home Decor
20849,UNKNOWN,0.0,1,ACME SUPPLIES,0.0,11.0,Stationery,Acme Supplies Ltd,Stationery
20850,UNKNOWN,0.0,-3,Pacific Importers,0.0,12.0,Gifts,Pacific Importers,Gifts
20851,ZINC HEART LATTICE TRAY OVAL,5.95,10,,2.425952754630871,19.0,Stationery,UNKNOWN,Stationery
20854,BLUE PATCH PURSE PINK HEART,1.65,148,EuroParts GmbH,1.2274060347278624,14.0,Home Decor,EuroParts GmbH,Home Decor
20856,DENIM PATCH PURSE PINK BUTTERFLY,1.65,66,Pacific Importers,0.7097413103092753,8.0,LIGHTING,Pacific Importers,Lighting
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,1.65,-17,Acme Supplies Ltd,1.1303083650277097,21.0,Lighting,Acme Supplies Ltd,Lighting
20860,GOLD COSMETICS BAG WITH BUTTERFLY,1.05,-6,PACIFIC IMPORTERS LLC,0.5230230215626441,43.0,Home Decor,Pacific Importers,Home Decor
20861,GOLD COSMETIC BAG PINK STAR,2.1,2,Unknown Vendor,0.9371520484490958,31.0,Kitchen,UNKNOWN,Kitchen
20863,UNKNOWN,0.0,-6,Acme Supplies Ltd,0.0,8.0,Unknown,Acme Supplies Ltd,Other
20864,UNKNOWN,0.0,-1,Pacific Importers,0.0,27.0,Gifts,Pacific Importers,Gifts
20866,BLUE ROSE FABRIC MIRROR,1.25,248,,0.6666664321977702,26.0,Gifts,UNKNOWN,Gifts
20867,PINK ROSE FABRIC MIRROR,1.25,60,EuroParts GmbH,0.5238723661236808,27.0,Kitchen,EuroParts GmbH,Kitchen
20868,SILVER FABRIC MIRROR,0.39,458,EuroParts GmbH,0.2378264455634148,18.0,home decor,EuroParts GmbH,Home Decor
20869,GOLD FABRIC MIRROR,0.39,180,EuroParts GmbH,0.2791780471891071,18.0,Home Decor,EuroParts GmbH,Home Decor
20871,OPULENT VELVET SET/3 CANDLES,4.21,2,GlobalTrade Co,2.2486678417232757,8.0,Home Decor,GlobalTrade Co,Home Decor
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,1.25,27,GlobalTrade Co,0.5946455902134868,23.0,Kitchen,GlobalTrade Co,Kitchen
20886,BOX OF 9 PEBBLE CANDLES,1.95,425,Euro Parts,1.0820590385991464,23.0,home decor,EuroParts GmbH,Home Decor
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,6.375,-30,Euro Parts,2.6579092990275925,6.0,Unknown,EuroParts GmbH,Other
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,2.55,-19,,1.7522851691486452,36.0,Stationery,UNKNOWN,Stationery
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,2.95,33,,2.033196887306068,30.0,home decor,UNKNOWN,Home Decor
20896,UNKNOWN,0.0,-5,Pacific Importers,0.0,40.0,LIGHTING,Pacific Importers,Lighting
20897,VINTAGE NOTEBOOK PARIS DAYS,2.75,95,Pacific Importers,1.4398615306031997,43.0,Stationery,Pacific Importers,Stationery
20898,VINTAGE NOTEBOOK TRAVELOGUE,2.46,22,Euro Parts,1.6726134767878196,30.0,LIGHTING,EuroParts GmbH,Lighting
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,4.13,18,PACIFIC IMPORTERS LLC,2.4538000943315845,23.0,Lighting,Pacific Importers,Lighting
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,4.13,109,EuroParts GmbH,2.8458851520090485,16.0,Home Decor,EuroParts GmbH,Home Decor
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,4.13,49,Euro Parts,2.564773684678756,9.0,Home Decor,EuroParts GmbH,Home Decor
20906,VINTAGE NOTEBOOK BEAUTY GIRL,2.95,-18,,1.9898986510922132,24.0,Kitchen,UNKNOWN,Kitchen
20910,VINTAGE PHOTO ALBUM PARIS DAYS,6.35,7,GlobalTrade Co,3.870306252426472,3.0,Kitchen,GlobalTrade Co,Kitchen
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2.95,6265,GlobalTrade Co,1.6076006529326754,31.0,Stationery,GlobalTrade Co,Stationery
20931,BLUE POT PLANT CANDLE,3.75,284,Acme Supplies Ltd,2.7573039411530558,33.0,home decor,Acme Supplies Ltd,Home Decor
20932,PINK POT PLANT CANDLE,3.75,194,Pacific Importers,2.2102118951534835,32.0,Home Decor,Pacific Importers,Home Decor
20933,YELLOW POT PLANT CANDLE,2.95,20,Acme Supplies Ltd,1.804754927893106,17.0,Home Decor,Acme Supplies Ltd,Home Decor
20934,SET/3 POT PLANT CANDLES,5.45,39,Global Trade Co.,2.6005801721836344,20.0,Gifts,GlobalTrade Co,Gifts
20935,ROUND CACTUS CANDLE,2.95,6,Pacific Importers,1.8259844400836631,37.0,LIGHTING,Pacific Importers,Lighting
20936,FORKED CACTUS CANDLE,2.95,99,GlobalTrade Co,1.7701848980911394,32.0,Lighting,GlobalTrade Co,Lighting
20941,FROG CANDLE,1.25,58,Pacific Importers,0.5808667991018234,36.0,Lighting,Pacific Importers,Lighting
20950,UNKNOWN,0.0,1,Acme Supplies Ltd,0.0,44.0,LIGHTING,Acme Supplies Ltd,Lighting
20954,*USB OFFICE MIRROR BALL,8.47,0,Acme Supplies Ltd,5.179623203294439,13.0,Stationery,Acme Supplies Ltd,Stationery
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1.25,232,Euro Parts,0.8341153678407652,29.0,Unknown,EuroParts GmbH,Other
20957,PORCELAIN HANGING BELL SMALL,1.45,-1,GlobalTrade Co,0.8456261957429192,23.0,home decor,GlobalTrade Co,Home Decor
20960,WATERMELON BATH SPONGE,2.51,29,Acme Supplies Ltd,1.2032197513433087,37.0,Home Decor,Acme Supplies Ltd,Home Decor
20961,STRAWBERRY BATH SPONGE,1.25,1185,Pacific Importers,0.7916033648032028,41.0,Gifts,Pacific Importers,Gifts
20963,APPLE BATH SPONGE,1.25,1338,EuroParts GmbH,0.535046255391701,10.0,home decor,EuroParts GmbH,Home Decor
20964,POLYESTER FILLER PAD 60X40CM,1.275,4,ACME SUPPLIES,0.7071682907678722,20.0,Home Decor,Acme Supplies Ltd,Home Decor
20966,SANDWICH BATH SPONGE,2.46,526,PACIFIC IMPORTERS LLC,1.1246587789810398,15.0,Kitchen,Pacific Importers,Kitchen
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,3.75,190,Acme Supplies Ltd,1.742102504516097,26.0,home decor,Acme Supplies Ltd,Home Decor
20969,RED FLORAL FELTCRAFT SHOULDER BAG,3.75,1673,Acme Supplies Ltd,1.7655108082701425,25.0,Stationery,Acme Supplies Ltd,Stationery
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,3.75,1114,Pacific Importers,2.007553012370221,14.0,home decor,Pacific Importers,Home Decor
20971,PINK BLUE FELT CRAFT TRINKET BOX,1.25,8384,Pacific Importers,0.522378214958924,32.0,Unknown,Pacific Importers,Other
20972,PINK CREAM FELT CRAFT TRINKET BOX,1.25,7338,PACIFIC IMPORTERS LLC,0.6740346304064805,33.0,home decor,Pacific Importers,Home Decor
20973,12 PENCIL SMALL TUBE WOODLAND,0.65,4518,EuroParts GmbH,0.3764134442185944,30.0,home decor,EuroParts GmbH,Home Decor
20974,12 PENCILS SMALL TUBE SKULL,0.65,6417,Unknown Vendor,0.369949449829839,24.0,home decor,UNKNOWN,Home Decor
20975,12 PENCILS SMALL TUBE RED RETROSPOT,0.65,6316,Pacific Importers,0.3470833828416917,30.0,Lighting,Pacific Importers,Lighting
20977,36 PENCILS TUBE WOODLAND,1.25,1462,GlobalTrade Co,0.8671266410309542,15.0,Home Decor,GlobalTrade Co,Home Decor
20978,36 PENCILS TUBE SKULLS,1.25,1783,Euro Parts,0.5635804279339706,27.0,Unknown,EuroParts GmbH,Other
20979,36 PENCILS TUBE RED RETROSPOT,1.25,3579,acme-supplies,0.7212423254043511,9.0,LIGHTING,Acme Supplies Ltd,Lighting
20980,36 PENCILS TUBE POSY,1.25,63,Global Trade Co.,0.5271431199184926,8.0,Stationery,GlobalTrade Co,Stationery
20981,12 PENCILS TALL TUBE WOODLAND,0.85,1957,Acme Supplies Ltd,0.3611688144661781,26.0,LIGHTING,Acme Supplies Ltd,Lighting
20982,12 PENCILS TALL TUBE SKULLS,0.85,2152,Acme Supplies Ltd,0.5107250902789362,21.0,Lighting,Acme Supplies Ltd,Lighting
20983,12 PENCILS TALL TUBE RED RETROSPOT,0.85,2739,Unknown Vendor,0.5083904814041268,21.0,Home Decor,UNKNOWN,Home Decor
20984,12 PENCILS TALL TUBE POSY,0.29,3920,Euro Parts,0.2051204015537124,38.0,Gifts,EuroParts GmbH,Gifts
20985,HEART CALCULATOR,1.25,1167,EuroParts GmbH,0.744069733101282,11.0,Stationery,EuroParts GmbH,Stationery
20986,BLUE CALCULATOR RULER,1.25,657,Global Trade Co.,0.919908571427122,38.0,Home Decor,GlobalTrade Co,Home Decor
20992,JAZZ HEARTS PURSE NOTEBOOK,0.39,4451,ACME SUPPLIES,0.1626468468065904,40.0,Lighting,Acme Supplies Ltd,Lighting
20996,JAZZ HEARTS ADDRESS BOOK,0.19,3194,ACME SUPPLIES,0.0825175110379193,42.0,Lighting,Acme Supplies Ltd,Lighting
20997,ROSE DU SUD CUSHION COVER,4.13,59,acme-supplies,1.7156972028999862,31.0,Gifts,Acme Supplies Ltd,Gifts
20998,ROSE DU SUD OVEN GLOVE,2.95,174,Pacific Importers,1.3712983479693803,26.0,Stationery,Pacific Importers,Stationery
21000,ROSE DU SUD COSMETICS BAG,3.36,56,EuroParts GmbH,1.9805336504674131,7.0,Stationery,EuroParts GmbH,Stationery
21001,ROSE DU SUD WASHBAG,4.13,74,PACIFIC IMPORTERS LLC,2.5851745882533472,44.0,Unknown,Pacific Importers,Other
21002,ROSE DU SUD DRAWSTRING BAG,3.29,125,acme-supplies,1.3684913093778923,28.0,Home Decor,Acme Supplies Ltd,Home Decor
21003,ROSE DU SUD CUSHION COVER,5.79,78,Unknown Vendor,4.233010008272107,16.0,Unknown,UNKNOWN,Other
21009,ETCHED GLASS STAR TREE DECORATION,0.625,2,EuroParts GmbH,0.4342236761422708,41.0,Lighting,EuroParts GmbH,Lighting
21011,GLITTER SNOW PEAR TREE DECORATION,1.45,0,Pacific Importers,0.7305308346947248,31.0,LIGHTING,Pacific Importers,Lighting
21012,ANTIQUE ALL GLASS CANDLESTICK,2.46,1168,PACIFIC IMPORTERS LLC,1.050458463524989,8.0,Lighting,Pacific Importers,Lighting
21014,SWISS CHALET TREE DECORATION,0.83,1295,Global Trade Co.,0.3813521947701361,9.0,home decor,GlobalTrade Co,Home Decor
21015,DARK BIRD HOUSE TREE DECORATION,0.83,1481,acme-supplies,0.3688773521958195,39.0,Gifts,Acme Supplies Ltd,Gifts
21018,BIRD BOX CHRISTMAS TREE DECORATION,0.85,-39,GlobalTrade Co,0.3766769243414367,20.0,Gifts,GlobalTrade Co,Gifts
21025,SPACE FROG,1.25,174,EuroParts GmbH,0.7268707387912586,25.0,LIGHTING,EuroParts GmbH,Lighting
21026,SPACE OWL,1.25,258,Acme Supplies Ltd,0.6075582560908627,40.0,LIGHTING,Acme Supplies Ltd,Lighting
21027,NINJA RABBIT PINK,1.06,153,Acme Supplies Ltd,0.5568698348323127,3.0,Stationery,Acme Supplies Ltd,Stationery
21028,NINJA RABBIT BLACK,1.25,187,Acme Supplies Ltd,0.9329085833556412,6.0,LIGHTING,Acme Supplies Ltd,Lighting
21030,SPACE CADET RED,1.25,141,Acme Supplies Ltd,0.7993874839048383,37.0,Unknown,Acme Supplies Ltd,Other
21031,SPACE CADET BLACK,1.25,53,,0.9151790418330632,25.0,Lighting,UNKNOWN,Lighting
21032,SPACE CADET WHITE,1.25,98,EuroParts GmbH,0.5623684928269881,29.0,home decor,EuroParts GmbH,Home Decor
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2.73,1515,Global Trade Co.,1.45713426820252,23.0,Home Decor,GlobalTrade Co,Home Decor
21034,REX CASH+CARRY JUMBO SHOPPER,0.95,1918,Acme Supplies Ltd,0.5644483245913828,10.0,home decor,Acme Supplies Ltd,Home Decor
21035,SET/2 RED RETROSPOT TEA TOWELS,3.25,2403,Pacific Importers,1.3873122953984396,18.0,Kitchen,Pacific Importers,Kitchen
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,0.79,69,Global Trade Co.,0.3171578281631304,43.0,Home Decor,GlobalTrade Co,Home Decor
21039,RED RETROSPOT SHOPPING BAG,2.55,511,ACME SUPPLIES,1.6183626429137488,5.0,Gifts,Acme Supplies Ltd,Gifts
21040,MODERN VINTAGE COTTON SHOPPING BAG,0.79,-3,Global Trade Co.,0.4934630963955969,34.0,Home Decor,GlobalTrade Co,Home Decor
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2.95,918,GlobalTrade Co,1.6041394463245997,7.0,LIGHTING,GlobalTrade Co,Lighting
21042,RED RETROSPOT APRON,5.95,329,PACIFIC IMPORTERS LLC,3.399683788336708,22.0,Lighting,Pacific Importers,Lighting
21043,APRON MODERN VINTAGE COTTON,1.95,444,PACIFIC IMPORTERS LLC,1.0635398479041012,16.0,Unknown,Pacific Importers,Other
21051,RIBBONS PURSE,1.88,405,Acme Supplies Ltd,0.7677953195079369,34.0,LIGHTING,Acme Supplies Ltd,Lighting
21054,NURSE'S BAG SOFT TOY,8.95,41,GlobalTrade Co,4.630551556476201,28.0,LIGHTING,GlobalTrade Co,Lighting
21055,TOOL BOX SOFT TOY,8.95,174,PACIFIC IMPORTERS LLC,4.13471016503201,8.0,home decor,Pacific Importers,Home Decor
21056,DOCTOR'S BAG SOFT TOY,8.95,182,Pacific Importers,3.888313772360037,38.0,Stationery,Pacific Importers,Stationery
21058,PARTY INVITES WOODLAND,0.85,1145,,0.6246243290820817,42.0,Unknown,UNKNOWN,Other
21059,PARTY INVITES DINOSAURS,0.85,599,PACIFIC IMPORTERS LLC,0.5183095182000442,7.0,Kitchen,Pacific Importers,Kitchen
21060,PARTY INVITES BALLOON GIRL,0.85,405,ACME SUPPLIES,0.5567752445603892,15.0,Stationery,Acme Supplies Ltd,Stationery
21061,PARTY INVITES FOOTBALL,0.85,488,Acme Supplies Ltd,0.4338207136216699,34.0,Kitchen,Acme Supplies Ltd,Kitchen
21062,PARTY INVITES SPACEMAN,0.85,539,PACIFIC IMPORTERS LLC,0.4569612710244695,18.0,Kitchen,Pacific Importers,Kitchen
21063,PARTY INVITES JAZZ HEARTS,0.85,528,Acme Supplies Ltd,0.4104848881842752,3.0,Lighting,Acme Supplies Ltd,Lighting
21064,BOOM BOX SPEAKER BOYS,4.13,301,Pacific Importers,1.7921638773805215,15.0,Lighting,Pacific Importers,Lighting
21065,BOOM BOX SPEAKER GIRLS,4.13,564,,1.9107902319218093,13.0,LIGHTING,UNKNOWN,Lighting
21066,VINTAGE RED MUG,1.25,691,Pacific Importers,0.8489123948172126,10.0,Gifts,Pacific Importers,Gifts
21067,VINTAGE RED TEATIME MUG,1.25,258,GlobalTrade Co,0.796426289767902,27.0,Gifts,GlobalTrade Co,Gifts
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1.25,1596,PACIFIC IMPORTERS LLC,0.7392813832436462,42.0,Kitchen,Pacific Importers,Kitchen
21069,VINTAGE BILLBOARD TEA MUG,1.25,1255,Global Trade Co.,0.707851819379211,34.0,Unknown,GlobalTrade Co,Other
21070,VINTAGE BILLBOARD MUG,1.25,1107,Pacific Importers,0.9035649990995543,26.0,Gifts,Pacific Importers,Gifts
21071,VINTAGE BILLBOARD DRINK ME MUG,1.25,908,,0.5318215396531675,30.0,Lighting,UNKNOWN,Lighting
21078,SET/20 STRAWBERRY PAPER NAPKINS,0.85,2573,GlobalTrade Co,0.42347874193828,16.0,Gifts,GlobalTrade Co,Gifts
21080,SET/20 RED RETROSPOT PAPER NAPKINS,0.85,13195,Unknown Vendor,0.4441065114372874,5.0,Kitchen,UNKNOWN,Kitchen
21082,SET/20 FRUIT SALAD PAPER NAPKINS,1.63,91,,1.606955817524383,38.0,home decor,UNKNOWN,Home Decor
21084,SET/6 COLLAGE PAPER CUPS,0.19,2586,ACME SUPPLIES,0.1420022222407711,29.0,Stationery,Acme Supplies Ltd,Stationery
21086,SET/6 RED SPOTTY PAPER CUPS,0.65,7137,Acme Supplies Ltd,0.3147525421072523,22.0,Unknown,Acme Supplies Ltd,Other
21087,SET/6 POSIES PAPER CUPS,0.65,128,Acme Supplies Ltd,0.4589049185161858,17.0,Unknown,Acme Supplies Ltd,Other
21088,SET/6 FRUIT SALAD PAPER CUPS,0.19,1666,Acme Supplies Ltd,0.1312364135687141,29.0,Home Decor,Acme Supplies Ltd,Home Decor
21089,SET/6 GREEN SPRING PAPER CUPS,0.19,226,Acme Supplies Ltd,0.0909397169431774,43.0,LIGHTING,Acme Supplies Ltd,Lighting
21090,SET/6 COLLAGE PAPER PLATES,0.83,2193,EuroParts GmbH,0.4480061145478741,30.0,Gifts,EuroParts GmbH,Gifts
21094,SET/6 RED SPOTTY PAPER PLATES,0.85,8758,Acme Supplies Ltd,0.4618776786145244,27.0,LIGHTING,Acme Supplies Ltd,Lighting
21095,SET/6 POSIES PAPER PLATES,0.85,180,GlobalTrade Co,0.631020648886651,44.0,LIGHTING,GlobalTrade Co,Lighting
21096,SET/6 FRUIT SALAD  PAPER PLATES,0.39,1259,Euro Parts,0.1806917445382196,35.0,Unknown,EuroParts GmbH,Other
21098,CHRISTMAS TOILET ROLL,1.25,3459,Acme Supplies Ltd,0.8496316123583423,16.0,home decor,Acme Supplies Ltd,Home Decor
21100,CHARLIE AND LOLA CHARLOTTE BAG,4.13,59,Euro Parts,2.1350755683372307,10.0,home decor,EuroParts GmbH,Home Decor
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,2.95,237,GlobalTrade Co,1.9346236320138857,16.0,Lighting,GlobalTrade Co,Lighting
21107,CREAM SLICE FLANNEL PINK SPOT,2.95,904,Acme Supplies Ltd,1.6136613619352722,3.0,Stationery,Acme Supplies Ltd,Stationery
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2.1,7103,EuroParts GmbH,1.2650944258906571,18.0,Lighting,EuroParts GmbH,Lighting
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",4.21,889,PACIFIC IMPORTERS LLC,2.910853447996054,20.0,Gifts,Pacific Importers,Gifts
21110,LARGE CAKE TOWEL PINK SPOTS,6.75,953,,4.599841147274426,9.0,Kitchen,UNKNOWN,Kitchen
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",2.53,901,EuroParts GmbH,1.7792177290244044,17.0,home decor,EuroParts GmbH,Home Decor
21112,"SWISS ROLL TOWEL, PINK  SPOTS",2.95,1359,Euro Parts,1.2415548884183607,26.0,home decor,EuroParts GmbH,Home Decor
21114,LAVENDER SCENTED FABRIC HEART,1.25,1356,GlobalTrade Co,0.8027721169548884,15.0,Home Decor,GlobalTrade Co,Home Decor
21115,ROSE CARAVAN DOORSTOP,6.75,566,ACME SUPPLIES,3.030720177505165,11.0,Home Decor,Acme Supplies Ltd,Home Decor
21116,OWL DOORSTOP,8.29,674,EuroParts GmbH,4.522497575105419,17.0,home decor,EuroParts GmbH,Home Decor
21117,BLOND DOLL DOORSTOP,1.25,115,Euro Parts,0.7400074315864262,23.0,Stationery,EuroParts GmbH,Stationery
21120,*BOOMBOX IPOD CLASSIC,8.49,-5,Unknown Vendor,4.592740378925208,26.0,Unknown,UNKNOWN,Other
